sample_id,dataset,relation,topic,profile,direct_disagreement,logic_or_evidence_challenge,counter_claim,targeted_response,agreement_or_neutral,C
CD-REPLY-064,CreateDebate,reply,gayRights,P2,0.4,0.9,0.0,0.9,0.3,0.55
CD-REPLY-065,CreateDebate,reply,gayRights,P0,0.88,0.65,0.85,0.95,0.22,0.802
CD-REPLY-065,CreateDebate,reply,gayRights,P1,0.9,0.6,0.8,0.9,0.2,0.78
CD-REPLY-065,CreateDebate,reply,gayRights,P2,0.9,0.6,0.85,0.9,0.25,0.7849999999999999
CD-REPLY-066,CreateDebate,reply,gayRights,P0,0.92,0.85,0.55,0.9,0.08,0.823
CD-REPLY-066,CreateDebate,reply,gayRights,P1,0.85,0.9,0.7,0.95,0.05,0.855
CD-REPLY-066,CreateDebate,reply,gayRights,P2,0.8,0.85,0.7,0.95,0.1,0.82
CD-REPLY-067,CreateDebate,reply,gayRights,P0,0.7,0.8,0.35,0.85,0.12,0.6929999999999998
CD-REPLY-067,CreateDebate,reply,gayRights,P1,0.6,0.7,0.6,0.8,0.1,0.68
CD-REPLY-067,CreateDebate,reply,gayRights,P2,0.6,0.7,0.45,0.9,0.15,0.655
CD-REPLY-068,CreateDebate,reply,gayRights,P0,0.65,0.9,0.25,0.9,0.15,0.69
CD-REPLY-068,CreateDebate,reply,gayRights,P1,0.5,0.9,0.2,0.9,0.1,0.64
CD-REPLY-068,CreateDebate,reply,gayRights,P2,0.5,0.85,0.15,0.9,0.35,0.5900000000000001
CD-REPLY-069,CreateDebate,reply,gayRights,P0,0.35,0.2,0.5,0.6,0.62,0.363
CD-REPLY-069,CreateDebate,reply,gayRights,P1,0.6,0.4,0.6,0.8,0.4,0.56
CD-REPLY-069,CreateDebate,reply,gayRights,P2,0.5,0.1,0.65,0.85,0.6,0.43500000000000005
CD-REPLY-070,CreateDebate,reply,gayRights,P0,0.9,0.9,0.85,0.95,0.05,0.9
CD-REPLY-070,CreateDebate,reply,gayRights,P1,0.95,0.9,0.9,1.0,0.05,0.9299999999999999
CD-REPLY-070,CreateDebate,reply,gayRights,P2,0.95,0.9,0.9,0.95,0.05,0.9249999999999999
CD-REPLY-071,CreateDebate,reply,marijuana,P0,0.55,0.65,0.6,0.9,0.48,0.622
CD-REPLY-071,CreateDebate,reply,marijuana,P1,0.6,0.8,0.7,0.9,0.7,0.6799999999999999
CD-REPLY-071,CreateDebate,reply,marijuana,P2,0.5,0.7,0.6,0.9,0.65,0.605
CD-REPLY-072,CreateDebate,reply,marijuana,P0,0.95,0.7,0.95,0.85,0.05,0.865
CD-REPLY-072,CreateDebate,reply,marijuana,P1,0.9,0.8,0.95,0.95,0.0,0.8949999999999999
CD-REPLY-072,CreateDebate,reply,marijuana,P2,0.95,0.85,0.9,0.9,0.05,0.905
CD-REPLY-073,CreateDebate,reply,marijuana,P0,0.96,0.94,0.95,0.98,0.03,0.955
CD-REPLY-073,CreateDebate,reply,marijuana,P1,0.95,0.95,0.95,0.95,0.05,0.95
CD-REPLY-073,CreateDebate,reply,marijuana,P2,0.95,0.95,0.9,0.95,0.02,0.943
CD-REPLY-074,CreateDebate,reply,marijuana,P0,0.92,0.9,0.78,0.95,0.05,0.892
CD-REPLY-074,CreateDebate,reply,marijuana,P1,0.85,0.9,0.8,0.9,0.05,0.87
CD-REPLY-074,CreateDebate,reply,marijuana,P2,0.8,0.85,0.6,0.9,0.05,0.7999999999999999
CD-REPLY-075,CreateDebate,reply,marijuana,P0,0.5,0.35,0.6,0.9,0.45,0.52
CD-REPLY-075,CreateDebate,reply,marijuana,P1,0.4,0.5,0.6,0.95,0.5,0.535
CD-REPLY-075,CreateDebate,reply,marijuana,P2,0.25,0.15,0.45,0.85,0.65,0.33
CD-REPLY-076,CreateDebate,reply,marijuana,P0,0.88,0.1,0.9,0.95,0.08,0.661
CD-REPLY-076,CreateDebate,reply,marijuana,P1,0.85,0.1,0.9,0.9,0.05,0.65
CD-REPLY-076,CreateDebate,reply,marijuana,P2,0.55,0.05,0.9,0.95,0.05,0.5499999999999999
CD-REPLY-077,CreateDebate,reply,marijuana,P0,0.9,0.65,0.92,0.95,0.08,0.836
CD-REPLY-077,CreateDebate,reply,marijuana,P1,0.85,0.75,0.9,0.9,0.1,0.84
CD-REPLY-077,CreateDebate,reply,marijuana,P2,0.85,0.75,0.9,0.95,0.2,0.835
CD-REPLY-078,CreateDebate,reply,marijuana,P0,0.15,0.05,0.25,0.8,0.78,0.212
CD-REPLY-078,CreateDebate,reply,marijuana,P1,0.15,0.15,0.25,0.8,0.85,0.23500000000000004
CD-REPLY-078,CreateDebate,reply,marijuana,P2,0.15,0.05,0.3,0.85,0.8,0.225
CD-REPLY-079,CreateDebate,reply,marijuana,P0,0.55,0.2,0.8,0.85,0.35,0.535
CD-REPLY-079,CreateDebate,reply,marijuana,P1,0.6,0.2,0.8,0.85,0.35,0.55
CD-REPLY-079,CreateDebate,reply,marijuana,P2,0.65,0.5,0.9,0.9,0.35,0.6799999999999999
CD-REPLY-080,CreateDebate,reply,marijuana,P0,0.55,0.78,0.6,0.88,0.25,0.6819999999999999
CD-REPLY-080,CreateDebate,reply,marijuana,P1,0.4,0.8,0.7,0.9,0.25,0.665
CD-REPLY-080,CreateDebate,reply,marijuana,P2,0.3,0.9,0.7,0.9,0.25,0.665
CD-REPLY-081,CreateDebate,reply,marijuana,P0,0.0,0.0,0.0,0.7,0.95,0.075
CD-REPLY-081,CreateDebate,reply,marijuana,P1,0.0,0.0,0.0,0.7,0.95,0.075
CD-REPLY-081,CreateDebate,reply,marijuana,P2,0.0,0.0,0.0,0.8,0.95,0.08500000000000002
CD-REPLY-082,CreateDebate,reply,marijuana,P0,0.8,0.55,0.85,0.85,0.15,0.745
CD-REPLY-082,CreateDebate,reply,marijuana,P1,0.85,0.55,0.9,0.95,0.1,0.785
CD-REPLY-082,CreateDebate,reply,marijuana,P2,0.8,0.4,0.9,0.9,0.1,0.72
CD-REPLY-083,CreateDebate,reply,obama,P0,0.9,0.8,0.9,0.95,0.1,0.875
CD-REPLY-083,CreateDebate,reply,obama,P1,0.9,0.8,0.85,0.9,0.05,0.865
CD-REPLY-083,CreateDebate,reply,obama,P2,0.9,0.7,0.9,0.9,0.05,0.845
CD-REPLY-084,CreateDebate,reply,obama,P0,0.45,0.35,0.75,0.6,0.25,0.525
CD-REPLY-084,CreateDebate,reply,obama,P1,0.4,0.35,0.55,0.75,0.1,0.5
CD-REPLY-084,CreateDebate,reply,obama,P2,0.4,0.5,0.6,0.7,0.1,0.55
CD-REPLY-085,CreateDebate,reply,obama,P0,0.5,0.6,0.4,0.9,0.25,0.575
CD-REPLY-085,CreateDebate,reply,obama,P1,0.6,0.7,0.7,0.9,0.2,0.7
CD-REPLY-085,CreateDebate,reply,obama,P2,0.7,0.8,0.6,0.9,0.4,0.72
CD-REPLY-086,CreateDebate,reply,obama,P0,0.85,0.8,0.85,0.95,0.1,0.85
CD-REPLY-086,CreateDebate,reply,obama,P1,0.85,0.85,0.9,0.95,0.05,0.88
CD-REPLY-086,CreateDebate,reply,obama,P2,0.8,0.7,0.8,0.9,0.2,0.78
CD-REPLY-087,CreateDebate,reply,obama,P0,0.85,0.8,0.85,0.9,0.1,0.845
CD-REPLY-087,CreateDebate,reply,obama,P1,0.8,0.75,0.85,0.9,0.05,0.82
CD-REPLY-087,CreateDebate,reply,obama,P2,0.9,0.8,0.85,0.9,0.05,0.865
CD-REPLY-088,CreateDebate,reply,obama,P0,1.0,0.85,0.95,0.9,0.05,0.9299999999999998
CD-REPLY-088,CreateDebate,reply,obama,P1,0.95,0.85,0.95,0.9,0.05,0.9149999999999999
CD-REPLY-088,CreateDebate,reply,obama,P2,0.95,0.8,0.95,0.9,0.05,0.8999999999999998
CD-REPLY-089,CreateDebate,reply,obama,P0,0.1,0.65,0.0,0.95,0.8,0.34
CD-REPLY-089,CreateDebate,reply,obama,P1,0.0,0.2,0.0,0.9,0.8,0.17
CD-REPLY-089,CreateDebate,reply,obama,P2,0.1,0.5,0.0,1.0,0.8,0.30000000000000004
CD-REPLY-090,CreateDebate,reply,obama,P0,0.7,0.85,0.8,1.0,0.3,0.7949999999999999
CD-REPLY-090,CreateDebate,reply,obama,P1,0.5,0.8,0.8,0.95,0.3,0.715
CD-REPLY-090,CreateDebate,reply,obama,P2,0.7,0.8,0.8,0.9,0.2,0.78
CD-REPLY-091,CreateDebate,reply,obama,P0,0.15,0.2,0.0,0.75,0.6,0.22
CD-REPLY-091,CreateDebate,reply,obama,P1,0.2,0.2,0.0,0.7,0.4,0.25
CD-REPLY-091,CreateDebate,reply,obama,P2,0.3,0.4,0.1,1.0,0.3,0.39999999999999997
CD-REPLY-092,CreateDebate,reply,obama,P0,0.25,0.15,0.35,0.55,0.55,0.29
CD-REPLY-092,CreateDebate,reply,obama,P1,0.2,0.1,0.4,0.7,0.5,0.29
CD-REPLY-092,CreateDebate,reply,obama,P2,0.1,0.1,0.1,0.9,0.7,0.2
CD-REPLY-093,CreateDebate,reply,obama,P0,0.2,0.1,0.25,0.3,0.45,0.22500000000000003
CD-REPLY-093,CreateDebate,reply,obama,P1,0.0,0.0,0.2,0.2,0.7,0.09000000000000002
CD-REPLY-093,CreateDebate,reply,obama,P2,0.1,0.0,0.2,0.1,0.6,0.12000000000000002
CD-REPLY-094,CreateDebate,reply,obama,P0,0.1,0.1,0.1,0.95,0.75,0.19999999999999998
CD-REPLY-094,CreateDebate,reply,obama,P1,0.0,0.4,0.8,0.9,0.6,0.41000000000000003
CD-REPLY-094,CreateDebate,reply,obama,P2,0.1,0.1,0.1,0.9,0.6,0.21000000000000002
CD-REPLY-095,CreateDebate,reply,obama,P0,0.05,0.1,0.0,0.7,0.85,0.13
CD-REPLY-095,CreateDebate,reply,obama,P1,0.0,0.0,0.0,0.8,0.8,0.1
CD-REPLY-095,CreateDebate,reply,obama,P2,0.0,0.1,0.0,0.8,0.8,0.13
CD-REPLY-096,CreateDebate,reply,obama,P0,0.5,0.7,0.6,0.9,0.2,0.6499999999999999
CD-REPLY-096,CreateDebate,reply,obama,P1,0.3,0.6,0.4,0.9,0.5,0.49000000000000005
CD-REPLY-096,CreateDebate,reply,obama,P2,0.5,0.7,0.6,0.9,0.3,0.6399999999999999
CD-REPLY-097,CreateDebate,reply,obama,P0,0.8,0.45,0.75,0.85,0.15,0.695
CD-REPLY-097,CreateDebate,reply,obama,P1,0.75,0.45,0.7,0.85,0.15,0.6699999999999999
CD-REPLY-097,CreateDebate,reply,obama,P2,0.7,0.4,0.7,0.8,0.35,0.615
CD-REPLY-098,CreateDebate,reply,obama,P0,0.82,0.55,0.78,0.88,0.2,0.7349999999999999
CD-REPLY-098,CreateDebate,reply,obama,P1,0.7,0.6,0.75,0.9,0.25,0.7050000000000001
CD-REPLY-098,CreateDebate,reply,obama,P2,0.8,0.45,0.8,0.85,0.3,0.69
CD-REPLY-099,CreateDebate,reply,obama,P0,0.45,0.15,0.05,0.9,0.2,0.36000000000000004
CD-REPLY-099,CreateDebate,reply,obama,P1,0.45,0.45,0.0,0.9,0.1,0.45000000000000007
CD-REPLY-099,CreateDebate,reply,obama,P2,0.5,0.35,0.0,0.7,0.1,0.41500000000000004
CD-REPLY-100,CreateDebate,reply,obama,P0,0.88,0.7,0.85,0.9,0.18,0.8160000000000001
CD-REPLY-100,CreateDebate,reply,obama,P1,0.85,0.75,0.8,0.9,0.2,0.81
CD-REPLY-100,CreateDebate,reply,obama,P2,0.85,0.7,0.85,0.9,0.25,0.8
